user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,allison.hill@aol.com,+1-783-550-3056x4139,"USNS Baker, FPO AE 97811",2024-06-25,Bronze,18942
2,Noah Rhodes,hot96@att.net,+1-876-772-4238x8496,"9353 Wagner Glen Apt. 164, North Matthewberg, SC 34836",2024-05-16,Platinum,18431
3,Angie Henderson,angie.henderson@protonmail.com,828.371.0122,"680 Charles Spurs Apt. 805, South David, ME 48296",2024-02-16,Silver,2747
4,Daniel Wagner,pro239@msn.com,(669)878-4801x8451,"PSC 0533, Box 1586, APO AP 98736",2024-08-23,Silver,189
5,Cristian Santos,cristian_santos@att.net,(570)448-2814,"26025 Pham Way, West Erik, UT 14669",2024-05-15,Bronze,19118
6,Connie Lawrence,connie_lawrence@outlook.com,(528)280-9570x154,"3375 Hoover Well, East Andrew, ID 52728",2024-05-24,Bronze,3005
7,Abigail Shaffer,cat778@sbcglobal.net,991.417.1822,"5868 Crosby Crescent, Gregoryview, AZ 14709",2025-04-18,Bronze,1899
8,Gina Moore,country36@hotmail.com,989-363-8346x578,"569 Paul Ports Apt. 406, New Saraside, TX 94798",2025-07-19,Gold,1267
9,Gabrielle Davis,burger12@protonmail.com,531.250.9839,"USNS Diaz, FPO AE 87563",2024-06-25,Silver,17912
10,Ryan Munoz,ealover34@sbcglobal.net,603-910-5183,"PSC 9514, Box 8465, APO AA 91885",2024-04-08,Silver,11394
11,Monica Herrera,fun128@protonmail.com,582.399.7376,"66299 Sullivan Village, West Justinchester, WY 76520",2025-04-11,Bronze,3556
12,Jamie Arnold,island56@comcast.net,865-766-7010,"7738 Leon Underpass Apt. 148, Clarencebury, TX 41188",2025-06-12,Platinum,3890
13,Lisa Hensley,game678@outlook.com,633-938-7262,"00379 Stanley Roads, Lake Heather, NM 52884",2024-07-28,Gold,8838
14,Michele Williams,michele876@outlook.com,517.481.0801,"63287 Angela Vista, South Dennismouth, TN 70117",2024-03-18,Bronze,14502
15,Dylan Miller,dylan_miller@live.com,(977)436-0260x64746,"Unit 9579 Box 8687, DPO AE 97973",2025-06-14,Bronze,10627
16,Brian Ramirez,brian.ramirez@icloud.com,243.909.8050,"3487 Joshua Club Suite 345, Patricialand, DC 20270",2023-11-07,Bronze,8792
17,Holly Wood,turbowoman78@verizon.net,582.208.1219x13619,"316 Rivera Mountain, Brownchester, MS 77057",2024-09-04,Bronze,10555
18,Derek Zuniga,explorer60@protonmail.com,+1-816-499-8543x534,"USS Gates, FPO AP 50358",2023-09-20,Silver,10253
19,Lisa Jackson,timeless1994@verizon.net,+1-647-451-0799x11838,"6688 Tracy Groves Suite 706, Elizabethfurt, VA 22133",2025-04-08,Bronze,8433
20,Carla Gray,soccerlover14@sbcglobal.net,(613)354-2784x980,"806 Christopher Meadow, Port Steven, AR 34600",2024-10-27,Bronze,10233
