user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,davenportbrandi@example.org,(681)220-6797,"1986 Cardenas Trail Apt. 404, West Sandraview, WA 63294",2024-03-28,Bronze,15934
2,Noah Rhodes,tanderson@example.com,844.371.3493,"421 John Skyway Apt. 301, Riverafort, CT 89786",2024-06-28,Platinum,17247
3,Angie Henderson,nolanjason@example.org,+1-632-942-1024,"267 Santos Throughway, Manuelton, PW 12226",2025-01-25,Silver,19174
4,Daniel Wagner,gomezanita@example.com,374-264-8877,"026 Sarah Camp, Frenchburgh, WA 38442",2024-09-16,Silver,8755
5,Cristian Santos,sarayoung@example.org,(959)940-1399x04902,"9915 Gibson Row, Smallberg, PR 66589",2024-11-22,Bronze,12383
6,Connie Lawrence,nicolejohnson@example.net,429-767-1756x551,"52742 Jill Turnpike, Ashleyborough, HI 80580",2024-12-20,Bronze,18141
7,Abigail Shaffer,kimberly63@example.com,(274)968-0715x45168,"8516 Jack Dam Suite 530, Patrickmouth, WV 35496",2024-09-06,Bronze,14820
8,Gina Moore,kristinrodriguez@example.org,(903)985-9770x34824,"USNV Aguilar, FPO AP 01999",2023-10-04,Gold,7574
9,Gabrielle Davis,dwalker@example.com,809-332-4808,"301 Parker Lodge Suite 145, East Susan, NJ 20579",2024-01-16,Silver,6374
10,Ryan Munoz,lori33@example.org,817.912.7484,"8783 Erin Ranch Apt. 878, Christianshire, DE 08595",2024-04-05,Silver,1678
11,Monica Herrera,raymondramirez@example.org,737.682.6398x2146,"822 Bond Mills, Lake Jamieshire, NM 12420",2024-07-13,Bronze,19626
12,Jamie Arnold,michael86@example.net,9447997278,"PSC 7072, Box 8679, APO AE 73743",2023-12-25,Platinum,1059
13,Lisa Hensley,sheila14@example.org,988-867-5339x63605,"064 Julie Prairie Apt. 065, New Virginialand, NJ 04660",2024-12-28,Gold,16198
14,Michele Williams,benjamin96@example.com,(227)402-8951x7187,"65676 Miller Shore, Lake Michelle, DE 23893",2024-12-20,Bronze,9914
15,Dylan Miller,samuel81@example.com,(221)374-5961x58657,"Unit 6823 Box 0047, DPO AP 94754",2025-02-14,Bronze,19541
16,Brian Ramirez,jonathanfletcher@example.org,643.216.1172,"37524 Sharon Stream Apt. 069, East Jamieville, PA 04901",2025-02-24,Bronze,10817
17,Holly Wood,michaeljones@example.net,8504455623,"06738 Karen Trail, East Williamport, IN 96382",2024-07-13,Bronze,10921
18,Derek Zuniga,cindy14@example.net,(421)596-9379,"42836 Hill Point Apt. 687, West Shellyfurt, WY 69243",2023-10-05,Silver,9789
19,Lisa Jackson,elizabeth56@example.net,647.840.7482x175,"2462 Allen Fork Suite 270, Faulknerside, NC 18076",2024-07-08,Bronze,16312
20,Carla Gray,angela36@example.net,001-647-643-6713x695,"51751 Brett Lane Apt. 139, South Jason, PW 44143",2025-07-26,Bronze,11252
21,Margaret Hawkins DDS,lbyrd@example.net,5647090974,"31739 Randy Garden, Kimberlyfurt, NH 70447",2025-07-18,Silver,2693
22,Patty Perez,richard04@example.com,239.742.1047,"5877 Leah Stravenue Suite 535, Robertshire, VI 29503",2024-05-19,Bronze,13931
23,Ethan Adams,russellcarpenter@example.net,001-621-445-6232x8588,"8996 Hernandez Isle, South Ashley, IA 65945",2025-02-22,Bronze,3627
24,Tommy Walter,steven73@example.net,374-851-7123x685,"7772 Jackson Stravenue Suite 280, Port Melanieton, WV 01337",2024-03-07,Bronze,16157
25,Matthew Foster,yleon@example.net,7483175496,"20387 Brown Route, Hopkinstown, AL 70259",2023-10-13,Bronze,10173
26,Judy Baker,donnacampbell@example.net,+1-437-209-8593x17461,"84840 Drake Fall, North Alicebury, ID 81736",2025-04-06,Silver,18047
27,Justin Baker,clarence34@example.org,9477113826,"6156 Cunningham Square Apt. 410, South Nicholasside, NJ 07856",2024-09-08,Bronze,10230
28,Stephanie Ross,dylanwilliams@example.com,+1-986-992-6179x64053,"76591 Jerry Ways, Nelsonland, TX 37250",2025-08-20,Silver,15707
29,Zachary Hicks,gibsonolivia@example.net,551.358.5064,"PSC 9025, Box 0392, APO AP 52706",2024-03-31,Silver,11494
30,Anthony Rodriguez,jennifercruz@example.com,513.590.0532x931,"USNV Martin, FPO AE 74778",2025-08-01,Bronze,1306
31,Rebecca Henderson,dylanwatts@example.org,652.490.4228,"856 Krystal Spurs Apt. 850, South Jesseland, MA 79821",2024-06-20,Silver,6776
32,James Ferrell,zrobinson@example.net,402-605-3950,"0477 Michael Lane Suite 296, Port Christinebury, VT 10135",2023-09-20,Bronze,9474
