user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,allison.hill@aol.com,7785161849,"Unit 5787 Box 1331, DPO AA 03258",2025-08-29,Bronze,1685
2,Noah Rhodes,hot96@att.net,001-410-734-1316x475,"301 Jeremy Bypass, Chadbury, KY 88185",2024-06-02,Platinum,769
3,Angie Henderson,angie.henderson@protonmail.com,(534)719-2832x764,"997 Kristen Valley, Leeville, TN 56999",2025-07-20,Silver,2433
4,Daniel Wagner,pro239@msn.com,001-903-405-6413x95376,"0106 Mcbride Coves Apt. 338, Taylorburgh, KY 61138",2023-10-28,Silver,5311
5,Cristian Santos,cristian_santos@att.net,423-988-4969x653,"8108 Tanya Terrace, East Richard, NJ 28517",2025-07-18,Bronze,5051
6,Connie Lawrence,connie_lawrence@outlook.com,801-922-6916,"60647 Henderson Street, Mooreport, IL 08166",2024-03-12,Bronze,6420
7,Abigail Shaffer,cat778@sbcglobal.net,648.401.8451x46270,"500 Shaw Walk, North Susan, CO 24857",2024-06-18,Bronze,17568
8,Gina Moore,country36@hotmail.com,914.289.3252x88095,"361 Beth Canyon, South Dianeshire, NC 41968",2024-04-13,Gold,19769
9,Gabrielle Davis,burger12@protonmail.com,954-330-3911,"USNS Santiago, FPO AA 31786",2024-01-05,Silver,6396
10,Ryan Munoz,ealover34@sbcglobal.net,001-682-827-8248x96383,"475 Albert Road, North Amandahaven, KS 17862",2024-08-10,Silver,8666
