user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,allison.hill@aol.com,516.647.5255,"8108 Tanya Terrace, East Richard, NJ 28517",2025-09-04,Bronze,6420
2,Noah Rhodes,hot96@att.net,001-719-228-3276x483,"60647 Henderson Street, Mooreport, IL 08166",2025-04-03,Platinum,17568
3,Angie Henderson,angie.henderson@protonmail.com,505.964.1395,"500 Shaw Walk, North Susan, CO 24857",2025-03-30,Silver,19769
4,Daniel Wagner,pro239@msn.com,(772)542-3884x9696,"361 Beth Canyon, South Dianeshire, NC 41968",2025-02-06,Silver,6396
5,Cristian Santos,cristian_santos@att.net,(387)810-1226,"USNS Santiago, FPO AA 31786",2024-02-05,Bronze,8666
6,Connie Lawrence,connie_lawrence@outlook.com,(897)484-8018x4514,"475 Albert Road, North Amandahaven, KS 17862",2024-06-13,Bronze,18942
7,Abigail Shaffer,cat778@sbcglobal.net,704.482.8148x932,"USS Suarez, FPO AA 37854",2024-08-04,Bronze,18431
8,Gina Moore,country36@hotmail.com,+1-680-595-7015,"808 Huynh Cove Apt. 411, West Juan, IL 94559",2023-10-29,Gold,2747
9,Gabrielle Davis,burger12@protonmail.com,4399117182,"740 Cynthia Village Suite 005, Lake Tina, GA 97655",2025-02-01,Silver,189
10,Ryan Munoz,ealover34@sbcglobal.net,+1-624-889-6383,"011 Amy Village Suite 982, Andersonport, MN 05730",2025-08-20,Silver,19118
11,Monica Herrera,fun128@protonmail.com,+1-557-287-1331x50983,"PSC 3315, Box 8692, APO AE 21800",2024-05-18,Bronze,3005
12,Jamie Arnold,island56@comcast.net,603-910-5183,"Unit 2602 Box 5634, DPO AE 92418",2025-01-01,Platinum,1899
13,Lisa Hensley,game678@outlook.com,582.399.7376,"3375 Hoover Well, East Andrew, ID 52728",2024-05-05,Gold,1267
14,Michele Williams,michele876@outlook.com,865-766-7010,"5868 Crosby Crescent, Gregoryview, AZ 14709",2025-02-01,Bronze,17912
15,Dylan Miller,dylan_miller@live.com,633-938-7262,"569 Paul Ports Apt. 406, New Saraside, TX 94798",2025-06-24,Bronze,11394
