user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,allison.hill@aol.com,+1-605-798-2620,"277 Rebecca Brook Suite 328, Rodriguezport, IA 39973",2025-06-18,Bronze,15934
2,Noah Rhodes,hot96@att.net,4535315869,"9711 Carlson Brook, Lake Douglas, NE 00706",2025-02-24,Platinum,17247
3,Angie Henderson,angie.henderson@protonmail.com,(426)302-5634,"621 Jones Pine, South Morganton, SC 51210",2025-07-17,Silver,19174
4,Daniel Wagner,pro239@msn.com,(707)633-7543x3036,"Unit 4051 Box 5319, DPO AP 99680",2023-09-12,Silver,8755
5,Cristian Santos,cristian_santos@att.net,645-486-8501,"8527 Welch Valleys, North Jennifer, NH 05348",2024-05-22,Bronze,12383
6,Connie Lawrence,connie_lawrence@outlook.com,001-340-819-6556,"05486 King Terrace, West Michael, WI 06766",2023-09-06,Bronze,18141
7,Abigail Shaffer,cat778@sbcglobal.net,001-734-806-0883,"1566 Kline Lights Suite 277, Sandrahaven, KY 11329",2025-04-16,Bronze,14820
8,Gina Moore,country36@hotmail.com,759-851-4846,"9284 Garcia Islands, Kirkchester, GA 90909",2025-01-27,Gold,7574
9,Gabrielle Davis,burger12@protonmail.com,001-248-623-6629x946,"59640 Emily Lodge Suite 820, Port Cathy, WY 57933",2024-06-23,Silver,6374
10,Ryan Munoz,ealover34@sbcglobal.net,336-699-5777x3872,"55690 Erika Land, Scottland, OK 18548",2025-06-25,Silver,1678
11,Monica Herrera,fun128@protonmail.com,395.913.4332x00379,"4310 Victor Loaf Apt. 447, New Justin, PW 64883",2025-03-31,Bronze,19626
12,Jamie Arnold,island56@comcast.net,(993)267-6320x16328,"72715 Mckinney Plaza, Patriciaburgh, VT 93504",2025-03-22,Platinum,1059
13,Lisa Hensley,game678@outlook.com,+1-731-972-7889,"PSC 2583, Box 1323, APO AA 03946",2024-04-30,Gold,16198
14,Michele Williams,michele876@outlook.com,+1-986-587-2774x348,"8291 Kyle Stravenue Suite 866, East Teresaland, NV 61558",2023-11-24,Bronze,9914
15,Dylan Miller,dylan_miller@live.com,571-843-4558x122,"89226 Marie Path Apt. 422, Sarahbury, MI 68513",2024-02-11,Bronze,19541
16,Brian Ramirez,brian.ramirez@icloud.com,001-823-816-6587x603,"PSC 1438, Box 4249, APO AP 12746",2024-10-20,Bronze,10817
17,Holly Wood,turbowoman78@verizon.net,001-590-996-7054x66889,"922 Kirby Port, Port Michelleland, AZ 84577",2024-03-07,Bronze,10921
18,Derek Zuniga,explorer60@protonmail.com,946.470.6562,"396 Tyler Road Suite 473, Evansland, UT 08353",2024-07-27,Silver,9789
19,Lisa Jackson,timeless1994@verizon.net,+1-280-669-9016x272,"7359 Larry Stravenue Suite 562, Zacharyville, MD 32186",2024-09-21,Bronze,16312
20,Carla Gray,soccerlover14@sbcglobal.net,(253)775-5646x4170,"3210 Dougherty Way Suite 325, Jamesburgh, NM 67967",2023-10-21,Bronze,11252
21,Margaret Hawkins DDS,dog217@comcast.net,510.403.3092,"0168 Levy Forge Suite 004, Harperfort, LA 70846",2023-12-24,Silver,2693
22,Patty Perez,patty.perez@verizon.net,319.237.4529x9124,"2456 Williams Center, West Angela, CA 51140",2025-03-10,Bronze,13931
23,Ethan Adams,ancient1989@aol.com,296-763-1931x4919,"912 Phillip Underpass Suite 852, New William, NY 05777",2024-04-09,Bronze,3627
24,Tommy Walter,orbit43@att.net,+1-365-818-5067,"578 Hernandez Passage, West Sarah, MD 21800",2023-11-16,Bronze,16157
25,Matthew Foster,genius371@outlook.com,(672)762-8498x776,"588 Erickson Hills Suite 055, South Brandytown, PA 62706",2023-10-09,Bronze,10173
26,Judy Baker,judy.baker@live.com,714.273.7996,"097 Alexandria Stravenue, Hernandezbury, AZ 75548",2025-08-20,Silver,18047
27,Justin Baker,basketballlover29@verizon.net,552.373.5454x9480,"USS Lee, FPO AA 41617",2024-03-02,Bronze,10230
28,Stephanie Ross,extremeadult9@protonmail.com,367.683.7770,"368 Salas Street Apt. 283, Whitneyfort, NC 49892",2025-08-01,Silver,15707
29,Zachary Hicks,fun258@msn.com,763.849.5788,"8585 Bishop Fields, West Angela, IN 39509",2025-06-22,Silver,11494
30,Anthony Rodriguez,anthony.rodriguez@att.net,001-485-557-4443x1351,"757 Castro Underpass, Keithshire, TX 71698",2024-10-12,Bronze,1306
31,Rebecca Henderson,comet92@icloud.com,674.598.9413,"2404 Michael Mills Suite 733, Sarahview, DC 14817",2024-07-21,Silver,6776
32,James Ferrell,pop59@gmail.com,(924)308-2400x842,"08330 Robert Stravenue, Garciaberg, AL 72636",2025-03-02,Bronze,9474
33,Tricia Valencia,triciav@aol.com,6949777520,"Unit 2677 Box 3454, DPO AP 08255",2025-07-31,Bronze,7526
34,Nathan Maldonado,nmaldonado@msn.com,616-371-9022,"PSC 1938, Box 0262, APO AE 52535",2024-06-20,Gold,5530
35,Debra Davidson,ddavidson@aol.com,818.969.9938,"400 Bradley Coves, Justinside, NC 65239",2024-08-26,Platinum,3748
36,Jeffrey Chavez,jeffrey_chavez@outlook.com,649.364.9909x133,"743 Mark Street, Wongburgh, AL 97050",2025-04-07,Gold,13545
37,Sherri Baker,actor68@gmail.com,(932)681-2067,"329 Wilcox Passage Suite 161, East Thomas, IA 01396",2023-11-09,Bronze,663
38,Cassandra Gaines,night24@icloud.com,5348471349,"4549 Jose Lake, North Elizabeth, NH 40714",2024-11-29,Bronze,1998
39,Elizabeth Fowler,efowler@aol.com,683-624-2102,"145 Jeffrey Dale Suite 279, Robertside, PW 62213",2023-11-18,Silver,7994
40,Brittany Farmer,rider11@yahoo.com,217.846.4887x719,"91878 Miller Port, North Mariahaven, ID 75566",2024-10-01,Bronze,17879
41,Paula Moreno,pmoreno@sbcglobal.net,001-459-940-1399x0490,"8713 Davis Pass, Stokesmouth, DC 67773",2023-12-17,Bronze,3304
42,Fred Smith,fire94@live.com,474.729.6717x56551,"740 Scott Alley, New Charles, NE 45659",2025-01-11,Bronze,18237
43,Sherry Decker,sherry.decker@msn.com,(274)968-0715x45168,"70462 Katie Stream, Brooksfurt, NV 49980",2025-06-02,Bronze,13808
44,Anthony Humphrey,anthony_humphrey@outlook.com,(903)985-9770x34824,"512 Rice Stream, Port Adam, AK 39608",2024-07-07,Gold,6585
45,Angelica Tucker,atucker@att.net,809-332-4808,"633 Reed Harbor Apt. 106, East Jamieville, PA 04901",2023-11-02,Bronze,17675
46,Philip Cannon,canyon95@verizon.net,817.912.7484,"06738 Karen Trail, East Williamport, IN 96382",2024-12-07,Silver,19965
47,John Pierce,phi16@outlook.com,737.682.6398x2146,"42836 Hill Point Apt. 687, West Shellyfurt, WY 69243",2024-11-19,Bronze,11649
48,Shane Henderson,pizza76@msn.com,9447997278,"2462 Allen Fork Suite 270, Faulknerside, NC 18076",2023-10-23,Silver,1636
49,Joshua Blair,travel10@att.net,988-867-5339x63605,"51751 Brett Lane Apt. 139, South Jason, PW 44143",2024-08-07,Silver,17082
