user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,hannahbrewer@example.com,386.623.9240x75818,"Unit 4204 Box 3805, DPO AA 13933",2024-04-04,Bronze,12183
2,Noah Rhodes,fmcguire@example.com,924-778-2613,"863 Schwartz Causeway, Hughesmouth, OH 07552",2023-10-27,Platinum,12874
3,Angie Henderson,richardsanchez@example.net,7605685361,"97359 Kimberly Fields Suite 721, East Jill, DE 49941",2024-11-17,Silver,18032
4,Daniel Wagner,thomas85@example.com,4519522047,"422 Smith Mountain Apt. 025, Port Sarahport, NM 75562",2025-05-19,Silver,5539
5,Cristian Santos,michael74@example.com,390.610.4328x986,"583 Abigail Turnpike, South Amy, MO 12552",2024-10-21,Bronze,9637
6,Connie Lawrence,jerry35@example.org,341.903.6971,"555 Robinson Terrace, Barajastown, DE 88180",2024-09-08,Bronze,15586
7,Abigail Shaffer,jamesrodgers@example.com,+1-580-889-3246x095,"993 Felicia Islands, Moonville, MS 34132",2024-08-01,Bronze,2557
8,Gina Moore,tina34@example.org,(218)851-8888,"85887 Williams Run Apt. 581, East Teresaside, ND 01461",2024-02-14,Gold,5592
9,Gabrielle Davis,harry08@example.org,406.254.0515x3195,"361 Amanda Squares, Lucasland, WA 90422",2024-05-31,Silver,16482
10,Ryan Munoz,brandon08@example.com,(585)227-7221x704,"501 Brian Underpass Suite 819, West Rickey, NV 83104",2025-05-15,Silver,2200
11,Monica Herrera,danamullins@example.org,205.548.6874,"61809 Katelyn Prairie Apt. 158, West Kristinport, PA 11839",2023-11-03,Bronze,14172
12,Jamie Arnold,andrewstaylor@example.com,950-954-1566x7652,"6072 Derek Lock Suite 245, New Nancyberg, DE 05976",2025-01-23,Platinum,2961
13,Lisa Hensley,jack04@example.com,(384)316-1692x845,"814 Kaitlin Stream Suite 368, East Jack, RI 33628",2025-06-05,Gold,14207
14,Michele Williams,shortrichard@example.org,644-279-6275x70596,"908 Newman Cliffs, Emilyview, CT 26376",2024-04-26,Bronze,11969
15,Dylan Miller,hernandezlisa@example.com,265-482-0297,"5231 Harvey Fields Suite 775, Heatherberg, OK 74800",2024-09-30,Bronze,2869
16,Brian Ramirez,mcknightdavid@example.com,935-756-9092,"2053 Jennifer Row Suite 452, Nataliemouth, NV 47521",2025-05-21,Bronze,17340
17,Holly Wood,kimberlyjames@example.com,(271)492-8565x431,"129 Meagan Walks Apt. 834, Lake Charlestown, PR 66977",2024-04-24,Bronze,13992
18,Derek Zuniga,michelle64@example.net,386.481.4473x9473,"308 Stephens Plains Suite 256, Port Brittany, PR 38642",2024-08-06,Silver,5699
19,Lisa Jackson,lynchjody@example.org,672-671-5518,"5803 Katherine Dam, Mooreshire, OK 86931",2025-02-01,Bronze,3987
20,Carla Gray,josephmiller@example.org,(925)283-1323,"750 Kathleen Fort, West Miketon, TN 27603",2024-10-28,Bronze,13446
21,Margaret Hawkins DDS,andreamoore@example.com,(989)857-8291x146,"7700 Garcia Pike Suite 498, South Desiree, MN 77529",2024-05-05,Silver,1218
22,Patty Perez,enorris@example.com,001-469-412-5177x85289,"463 Gomez Ways, Tommyfort, FM 79696",2024-02-07,Bronze,4735
23,Ethan Adams,halljasmine@example.net,(380)618-2422x53584,"2318 Lewis Ferry, West Carolyn, GU 16010",2024-07-22,Bronze,11296
24,Tommy Walter,ojones@example.com,484.424.9818,"1777 Brittany Rue Suite 030, New Brittany, DC 83016",2024-07-13,Bronze,4555
25,Matthew Foster,ronaldstephens@example.net,(699)559-0010,"24286 Natalie Stream, Staceyborough, NV 79999",2024-03-18,Bronze,9146
26,Judy Baker,rebekahserrano@example.org,001-396-290-7844x73647,"Unit 7236 Box 9292, DPO AP 86962",2025-01-02,Silver,8050
27,Justin Baker,martinkyle@example.net,(776)777-3592,"579 Jerry Lights, North Allen, NC 66608",2024-10-09,Bronze,12757
28,Stephanie Ross,scott74@example.net,001-956-525-8815x3714,"127 Natalie Place, North Timothyberg, MH 79599",2024-08-22,Silver,19830
29,Zachary Hicks,gbender@example.net,(710)746-9632,"686 Golden Square, Perezfort, WY 50470",2025-02-07,Silver,17429
