user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,powellsharon@example.org,886.629.0251x538,"3353 Rice Lakes Apt. 024, Lake Hollychester, WY 41843",2025-01-07,Bronze,19506
2,Noah Rhodes,zholmes@example.org,001-726-573-0220x99417,"4030 Vasquez Circle, New Hollymouth, GU 42239",2025-08-31,Platinum,8167
3,Angie Henderson,diazaaron@example.net,+1-204-905-3198x4105,"904 Reyes Roads Suite 390, Hannahstad, DC 76591",2025-05-24,Silver,5190
4,Daniel Wagner,christopherpittman@example.org,550-984-8528x46770,"3590 Gonzalez Harbor, North Steven, NV 62298",2024-06-22,Silver,4575
5,Cristian Santos,crystalmurphy@example.org,646.279.7008x30764,"30306 Daniel Island Suite 773, Port Amandaview, FL 19246",2025-08-19,Bronze,7727
6,Connie Lawrence,gayerika@example.net,583-455-0172x72797,"69290 Huang Landing, Elizabethhaven, CA 21047",2025-07-11,Bronze,15378
7,Abigail Shaffer,alexis58@example.com,+1-729-301-8320,"829 Lewis Plains Apt. 024, Lake Geneton, IL 44163",2024-07-14,Bronze,1797
8,Gina Moore,mcdanielrichard@example.org,221-334-0636,"PSC 4258, Box 5958, APO AE 09791",2024-03-07,Gold,2131
9,Gabrielle Davis,millskayla@example.org,+1-990-650-2406x511,"4739 Castillo Road Suite 486, Jasonville, HI 91528",2025-07-15,Silver,14900
10,Ryan Munoz,holdendominic@example.net,811.570.6485x7968,"2799 Patrick Falls Suite 480, Lake Haleybury, WA 11559",2024-09-25,Silver,17199
11,Monica Herrera,wnovak@example.net,+1-312-240-7904x4813,"Unit 4870 Box 4187, DPO AP 58108",2024-12-16,Bronze,11332
12,Jamie Arnold,grantamanda@example.net,814-356-7677,"07818 Patrick Radial Suite 338, West Donnabury, MD 86733",2024-06-29,Platinum,6666
13,Lisa Hensley,joe99@example.net,001-252-449-6017,"Unit 9733 Box 5115, DPO AA 19894",2024-06-20,Gold,16526
14,Michele Williams,krista02@example.org,476-445-1770,"779 Danielle Plains Suite 309, East Ryan, FM 50222",2025-06-23,Bronze,12479
15,Dylan Miller,rosaleslauren@example.net,+1-738-504-5347x82772,"381 Mitchell Trafficway, East Angela, WI 45961",2023-10-28,Bronze,1410
16,Brian Ramirez,eileendaniels@example.net,001-520-795-9284x8987,"053 Thomas Underpass, Deborahburgh, FL 23069",2024-07-26,Bronze,12665
17,Holly Wood,william42@example.com,001-287-427-2993x357,"935 Nelson Circle Apt. 561, Christopherton, AS 35487",2023-12-26,Bronze,534
18,Derek Zuniga,meghan98@example.net,001-640-893-9866x398,"965 Brown Greens Suite 847, New Brittany, IN 00641",2024-02-13,Silver,3364
19,Lisa Jackson,hollandjustin@example.com,484-542-7398x3565,"196 Schultz Gardens, Martinezberg, AS 82864",2025-01-15,Bronze,17416
20,Carla Gray,wrivers@example.org,+1-518-586-7622x735,"727 Alexander Rue Apt. 408, Anthonyfort, AZ 67820",2024-01-25,Bronze,3342
21,Margaret Hawkins DDS,ldavis@example.org,606-420-1663x3401,"6751 Jones Crossroad, Littlemouth, OR 73854",2024-04-17,Silver,13465
22,Patty Perez,ewest@example.org,856-434-5263,"39619 Gina Passage Apt. 078, Port William, MT 60026",2023-10-12,Bronze,4500
23,Ethan Adams,anthonygilbert@example.com,386.623.3570x44455,"07959 Smith Fields, North Joseph, OH 11521",2024-06-16,Bronze,1172
24,Tommy Walter,ndeleon@example.org,644.621.1175,"97901 Espinoza Viaduct Apt. 397, Lake Jacob, KY 23175",2024-07-14,Bronze,8007
25,Matthew Foster,isimpson@example.com,595-374-2188x4246,"4380 Lisa Curve, East Robert, UT 58744",2025-04-01,Bronze,1641
26,Judy Baker,nweaver@example.net,(812)691-1647x924,"6856 Burke Ferry, South Mary, KS 23329",2023-11-05,Silver,16855
27,Justin Baker,twagner@example.org,(799)587-2473,"4014 Garcia Drive, Davisbury, WA 94486",2023-09-29,Bronze,19324
28,Stephanie Ross,lukeray@example.com,+1-799-387-5915x3007,"3626 Samuel Parks, Lake Jessemouth, IL 68584",2024-03-27,Silver,8738
29,Zachary Hicks,gibbsamanda@example.net,951-483-4792x305,"695 Schneider Lock, Hernandezberg, VI 39968",2024-02-28,Silver,4726
30,Anthony Rodriguez,rossjacob@example.net,953-810-8124x643,"736 Long Corner, Rodgersview, AR 94083",2024-02-25,Bronze,11789
31,Rebecca Henderson,migueldominguez@example.org,(843)801-4606,"911 Greer Flat Apt. 159, Leeport, MH 30394",2023-11-29,Silver,11017
