user_id,name,email,phone,address,signup_date,membership_status,loyalty_points
1,Allison Hill,allisonhill@gmail.com,+1-605-798-2620,"277 Rebecca Brook Suite 328, Rodriguezport, IA 39973",2025-06-18,Bronze,15934
2,Noah Rhodes,nrhodes@outlook.com,4535315869,"9711 Carlson Brook, Lake Douglas, NE 00706",2025-02-24,Platinum,17247
3,Angie Henderson,angie.henderson@att.net,(426)302-5634,"621 Jones Pine, South Morganton, SC 51210",2025-07-17,Silver,19174
4,Daniel Wagner,daniel.wagner@att.net,(707)633-7543x3036,"Unit 4051 Box 5319, DPO AP 99680",2023-09-12,Silver,8755
5,Cristian Santos,cristian1982@comcast.net,645-486-8501,"8527 Welch Valleys, North Jennifer, NH 05348",2024-05-22,Bronze,12383
6,Connie Lawrence,connie_lawrence@gmail.com,001-340-819-6556,"05486 King Terrace, West Michael, WI 06766",2023-09-06,Bronze,18141
7,Abigail Shaffer,abigail.shaffer@outlook.com,001-734-806-0883,"1566 Kline Lights Suite 277, Sandrahaven, KY 11329",2025-04-16,Bronze,14820
8,Gina Moore,gina_moore@gmail.com,759-851-4846,"9284 Garcia Islands, Kirkchester, GA 90909",2025-01-27,Gold,7574
9,Gabrielle Davis,gabrielledavis@att.net,001-248-623-6629x946,"59640 Emily Lodge Suite 820, Port Cathy, WY 57933",2024-06-23,Silver,6374
10,Ryan Munoz,ryanmunoz@msn.com,336-699-5777x3872,"55690 Erika Land, Scottland, OK 18548",2025-06-25,Silver,1678
11,Monica Herrera,monica_herrera@live.com,395.913.4332x00379,"4310 Victor Loaf Apt. 447, New Justin, PW 64883",2025-03-31,Bronze,19626
12,Jamie Arnold,jamiearnold@sbcglobal.net,(993)267-6320x16328,"72715 Mckinney Plaza, Patriciaburgh, VT 93504",2025-03-22,Platinum,1059
13,Lisa Hensley,lisa778@sbcglobal.net,+1-731-972-7889,"PSC 2583, Box 1323, APO AA 03946",2024-04-30,Gold,16198
14,Michele Williams,michele.williams@protonmail.com,+1-986-587-2774x348,"8291 Kyle Stravenue Suite 866, East Teresaland, NV 61558",2023-11-24,Bronze,9914
15,Dylan Miller,dylan.miller@hotmail.com,571-843-4558x122,"89226 Marie Path Apt. 422, Sarahbury, MI 68513",2024-02-11,Bronze,19541
16,Brian Ramirez,brian.ramirez@sbcglobal.net,001-823-816-6587x603,"PSC 1438, Box 4249, APO AP 12746",2024-10-20,Bronze,10817
17,Holly Wood,holly.wood@yahoo.com,001-590-996-7054x66889,"922 Kirby Port, Port Michelleland, AZ 84577",2024-03-07,Bronze,10921
